2016-04-18 22:08:57.306;/172.28.6.3:11210;GetRequest;perc_50.0;97;perc_90.0;164;perc_95.0;4685;perc_99.0;39059;perc_99.9;205520;min;52;max;5570035;count;6547619;
2016-04-18 22:08:57.306;/172.28.6.3:11210;InsertRequest;perc_50.0;152;perc_90.0;194;perc_95.0;261;perc_99.0;1138;perc_99.9;7995;min;112;max;9109;count;504;
2016-04-18 22:08:57.306;/172.28.6.3:11210;GetBucketConfigRequest;perc_50.0;284;perc_90.0;436;perc_95.0;4816;perc_99.0;3808428;perc_99.9;3808428;min;102;max;3808428;count;43;
2016-04-18 22:08:57.306;/172.28.3.3:11210;ReplaceRequest;perc_50.0;141;perc_90.0;177;perc_95.0;204;perc_99.0;671;perc_99.9;189792;min;93;max;411041;count;14635;
2016-04-18 22:08:57.306;/172.28.3.3:11210;CounterRequest;perc_50.0;111;perc_90.0;190;perc_95.0;5341;perc_99.0;39059;perc_99.9;200278;min;56;max;6274678;count;2662981;
2016-04-18 22:08:57.306;/172.28.3.3:11210;GetRequest;perc_50.0;97;perc_90.0;166;perc_95.0;4685;perc_99.0;39321;perc_99.9;214958;min;46;max;6274678;count;6584740;
2016-04-18 22:08:57.306;/172.28.3.3:11210;InsertRequest;perc_50.0;152;perc_90.0;194;perc_95.0;220;perc_99.0;495;perc_99.9;8454;min;108;max;1035993;count;605;
2016-04-18 22:08:57.306;/172.28.3.3:11210;GetBucketConfigRequest;perc_50.0;195;perc_90.0;389;perc_95.0;671;perc_99.0;806;perc_99.9;806;min;95;max;806;count;40;
2016-04-18 22:08:57.306;/172.28.8.3:11210;ReplaceRequest;perc_50.0;144;perc_90.0;177;perc_95.0;206;perc_99.0;684;perc_99.9;189792;min;97;max;283115;count;15282;
2016-04-18 22:08:57.306;/172.28.8.3:11210;CounterRequest;perc_50.0;112;perc_90.0;188;perc_95.0;5406;perc_99.0;39059;perc_99.9;202375;min;59;max;325058;count;2645575;
2016-04-18 22:08:57.306;/172.28.8.3:11210;GetRequest;perc_50.0;99;perc_90.0;167;perc_95.0;4489;perc_99.0;38797;perc_99.9;199229;min;51;max;316669;count;6551585;
2016-04-18 22:08:57.306;/172.28.8.3:11210;InsertRequest;perc_50.0;148;perc_90.0;177;perc_95.0;197;perc_99.0;430;perc_99.9;9961;min;106;max;62128;count;1273;
2016-04-18 22:08:57.306;/172.28.8.3:11210;GetBucketConfigRequest;perc_50.0;234;perc_90.0;389;perc_95.0;614;perc_99.0;1146;perc_99.9;1146;min;105;max;1146;count;49;
